"xxx","little_power","little_power_cov","our_power","combined_power","our_power_corr"
0.05,0.52,0.656,0.044,0.322,0.13
0.108333333333333,1,1,0.936,0.99,0.222
0.166666666666667,1,1,0.99,1,0.26
0.225,1,1,1,1,0.25
0.283333333333333,1,1,1,1,0.18
0.341666666666667,1,1,1,1,0.122
0.4,1,1,1,1,0.098
