"xxx","little_power","little_power_cov","our_power","combined_power","our_power_corr"
0.05,0.06,0.142,0.012,0.03,0.044
0.108333333333333,0.052,0.112,0.042,0.046,0.092
0.166666666666667,0.052,0.094,0.04,0.04,0.074
0.225,0.06,0.08,0.048,0.05,0.086
0.283333333333333,0.046,0.068,0.036,0.042,0.076
0.341666666666667,0.042,0.058,0.028,0.038,0.068
0.4,0.05,0.064,0.048,0.064,0.086
