"xxx","little_power","little_power_cov","our_power","combined_power","our_power_corr"
0.05,0.06,0.402,0.004,0.034,0.024
0.108333333333333,0.072,0.408,0.05,0.064,0.066
0.166666666666667,0.056,0.41,0.046,0.048,0.06
0.225,0.05,0.392,0.058,0.05,0.066
0.283333333333333,0.036,0.398,0.028,0.022,0.04
0.341666666666667,0.05,0.402,0.034,0.032,0.048
0.4,0.04,0.42,0.02,0.026,0.034
